9.8e-06,1.876e-05,0,0,0,0,0,0
9.24e-06,1.876e-05,0.23002,-5.6e-07,0,0.23002,3.136e-13,3.136e-13
9.24e-06,1.876e-05,0.30703,0,0,0.077008,0,3.136e-13
9.8e-06,1.876e-05,0.38304,5.6e-07,0,0.076008,3.136e-13,0
5.32e-06,2.072e-05,0.46005,-4.48e-06,1.96e-06,0.077008,2.3912e-11,2.3912e-11
5.32e-06,2.072e-05,0.53705,0,0,0.077008,0,2.3912e-11
5.32e-06,2.072e-05,0.61306,0,0,0.076008,0,2.3912e-11
5.32e-06,1.988e-05,0.76608,0,-8.4e-07,0.15302,7.056e-13,2.1325e-11
5.88e-06,1.96e-05,0.84308,5.6e-07,-2.8e-07,0.077008,3.92e-13,1.6072e-11
5.88e-06,1.96e-05,0.92009,0,0,0.077008,0,1.6072e-11
5.88e-06,1.876e-05,0.9961,0,-8.4e-07,0.076008,7.056e-13,1.5366e-11
3.388e-05,5.561e-05,0,0,0,0,0,0
3.388e-05,5.572e-05,0.076008,0,1.098e-07,0.076008,1.2057e-14,1.2057e-14
3.388e-05,5.572e-05,0.15302,0,0,0.077008,0,1.2057e-14
3.388e-05,5.572e-05,0.22902,0,0,0.076008,0,1.2057e-14
3.388e-05,5.572e-05,0.30603,0,0,0.077008,0,1.2057e-14
3.388e-05,5.572e-05,0.38304,0,0,0.077008,0,1.2057e-14
3.388e-05,5.572e-05,0.53605,0,0,0.15302,0,1.2057e-14
3.388e-05,5.572e-05,0.61206,0,0,0.076008,0,1.2057e-14
3.388e-05,5.572e-05,0.68907,0,0,0.077008,0,1.2057e-14
3.388e-05,5.572e-05,0.76608,0,0,0.077008,0,1.2057e-14
3.388e-05,5.572e-05,0.84208,0,0,0.076008,0,1.2057e-14
3.332e-05,5.572e-05,0,0,0,0,0,0
3.332e-05,5.572e-05,0.15402,0,0,0.15402,0,0
3.332e-05,5.572e-05,0.30703,0,0,0.15302,0,0
3.276e-05,5.572e-05,0.38304,-5.6e-07,0,0.076008,3.136e-13,3.136e-13
3.332e-05,5.572e-05,0.46005,5.6e-07,0,0.077008,3.136e-13,0
3.332e-05,5.572e-05,0.53605,0,0,0.076008,0,0
3.332e-05,5.572e-05,0.61306,0,0,0.077008,0,0
3.332e-05,5.572e-05,0.84308,0,0,0.23002,0,0
3.332e-05,5.572e-05,0.91909,0,0,0.076008,0,0
3.332e-05,5.572e-05,0.9961,0,0,0.077008,0,0
3.332e-05,5.572e-05,1.0731,0,0,0.077008,0,0
3.332e-05,5.572e-05,1.1491,0,0,0.076008,0,0
8.12e-06,4.872e-05,0,0,0,0,0,0
8.12e-06,4.788e-05,0.15302,0,-8.4e-07,0.15302,7.056e-13,7.056e-13
8.12e-06,4.676e-05,0.23002,0,-1.12e-06,0.077008,1.2544e-12,3.8416e-12
7.56e-06,4.564e-05,0.30703,-5.6e-07,-1.12e-06,0.077008,1.568e-12,9.8e-12
7.56e-06,4.564e-05,0.38304,0,0,0.076008,0,9.8e-12
8.12e-06,4.564e-05,0.46005,5.6e-07,0,0.077008,3.136e-13,9.4864e-12
8.12e-06,4.788e-05,0.69007,0,2.24e-06,0.23002,5.0176e-12,7.056e-13
8.12e-06,4.788e-05,0.84308,0,0,0.15302,0,7.056e-13
8.68e-06,4.9e-05,0.9961,5.6e-07,1.12e-06,0.15302,1.568e-12,3.92e-13
8.68e-06,4.872e-05,1.0731,0,-2.8e-07,0.077008,7.84e-14,3.136e-13
8.68e-06,4.9e-05,1.1501,0,2.8e-07,0.077008,7.84e-14,3.92e-13
8.12e-06,5.012e-05,1.3791,-5.6e-07,1.12e-06,0.22902,1.568e-12,1.96e-12
1.96e-06,1.428e-05,0,0,0,0,0,0
1.4e-06,1.512e-05,0.15302,-5.6e-07,8.4e-07,0.15302,1.0192e-12,1.0192e-12
1.96e-06,1.512e-05,0.22902,5.6e-07,0,0.076008,3.136e-13,7.056e-13
1.96e-06,1.512e-05,0.30603,0,0,0.077008,0,7.056e-13
1.96e-06,1.512e-05,0.45905,0,0,0.15302,0,7.056e-13
2.52e-06,1.428e-05,0.53605,5.6e-07,-8.4e-07,0.077008,1.0192e-12,3.136e-13
3.64e-06,1.428e-05,0.68907,1.12e-06,0,0.15302,1.2544e-12,2.8224e-12
